timestamp,price (USD),price (USD),volume,market cap (USD)
2018-04-26 09:00:00,1295.90800391,1295.90800391,212578.05068971,275481597.34360999
2018-04-26 08:55:00,1291.99334761,1291.99334761,212719.97703574,274832795.23339999
2018-04-26 08:50:00,1296.22149721,1296.22149721,212628.30217365,275613376.19362003
2018-04-26 08:45:00,1296.63031320,1296.63031320,219331.82493414,284392292.85820001
2018-04-26 08:40:00,1291.23332995,1291.23332995,217517.74223246,280866158.62702000
2018-04-26 08:35:00,1315.79850647,1315.79850647,216829.51124234,285303947.05177999
2018-04-26 08:30:00,1314.93329717,1314.93329717,217563.77645392,286081853.91639000
2018-04-26 08:25:00,1312.14583772,1312.14583772,217391.71695278,285249636.55422002
2018-04-26 08:20:00,1316.20961517,1316.20961517,215919.68467590,284195565.07407999
2018-04-26 08:15:00,1333.76743873,1333.76743873,215131.29049236,286935110.30972999
2018-04-26 08:10:00,1340.63476686,1340.63476686,215040.78356571,288291150.74006999
2018-04-26 08:05:00,1341.33539503,1341.33539503,215099.06864223,288519994.20763999
2018-04-26 08:00:00,1340.06331651,1340.06331651,216964.80819543,290746580.43548000
2018-04-26 07:55:00,1343.78816839,1343.78816839,217126.64134086,291772211.67607999
2018-04-26 07:50:00,1338.16414034,1338.16414034,217414.65568351,290936495.82009000
2018-04-26 07:45:00,1339.64898732,1339.64898732,219826.51289606,294490365.38688999
2018-04-26 07:40:00,1325.37403724,1325.37403724,219353.70210971,290725701.74923003
2018-04-26 07:35:00,1326.22801274,1326.22801274,219218.13466898,290733231.09763002
2018-04-26 07:30:00,1326.38229411,1326.38229411,219902.81332667,291675198.02102000
2018-04-26 07:25:00,1325.50923150,1325.50923150,220087.68321000,291728255.83493000
2018-04-26 07:20:00,1331.10491542,1331.10491542,220145.58317541,293036867.87339997
2018-04-26 07:15:00,1333.30456228,1333.30456228,221716.01208384,295614970.44252998
2018-04-26 07:10:00,1328.94796617,1328.94796617,222291.05205844,295413241.53037000
2018-04-26 07:05:00,1334.36451797,1334.36451797,223508.01122627,298241159.66220999
2018-04-26 07:00:00,1330.08006995,1330.08006995,227203.03569126,302198229.60462999
2018-04-26 06:55:00,1328.60192708,1328.60192708,227153.67551730,301796811.03469002
2018-04-26 06:50:00,1332.36225507,1332.36225507,227041.10124682,302500993.65148002
2018-04-26 06:45:00,1326.64717881,1326.64717881,228265.33890011,302827567.87164998
2018-04-26 06:40:00,1322.60073594,1322.60073594,227810.87259288,301302827.74690998
2018-04-26 06:35:00,1326.88597254,1326.88597254,227207.15451084,301477986.18221003
2018-04-26 06:30:00,1345.20244688,1345.20244688,227964.54254566,306658460.43383998
2018-04-26 06:25:00,1350.53217641,1350.53217641,227451.75382481,307180912.12208998
2018-04-26 06:20:00,1355.79839004,1355.79839004,227582.21720534,308555603.68800002
2018-04-26 06:15:00,1357.65086332,1357.65086332,230845.64512513,313407789.39754999
2018-04-26 06:10:00,1357.69180020,1357.69180020,231290.86477521,314021710.56671000
2018-04-26 06:05:00,1354.66999004,1354.66999004,231587.32311201,313724396.69362998
2018-04-26 06:00:00,1353.65122725,1353.65122725,234971.68917385,318069715.41895998
2018-04-26 05:55:00,1351.00114459,1351.00114459,235018.76741566,317510623.77779001
2018-04-26 05:50:00,1350.58695009,1350.58695009,234992.31354922,317377552.05087000
2018-04-26 05:45:00,1352.25854459,1352.25854459,235183.88957198,318029424.22251999
2018-04-26 05:40:00,1357.95631584,1357.95631584,235053.74224056,319192713.83814001
2018-04-26 05:35:00,1363.78513002,1363.78513002,234960.85930112,320436126.05079001
2018-04-26 05:30:00,1357.58441002,1357.58441002,236203.13603565,320665695.07892001
2018-04-26 05:25:00,1369.10362476,1369.10362476,236369.58736960,323614458.85179001
2018-04-26 05:20:00,1370.20382316,1370.20382316,236562.66523192,324139068.31822997
2018-04-26 05:15:00,1370.25394450,1370.25394450,237811.86112225,325862640.75273001
2018-04-26 05:10:00,1369.37431907,1369.37431907,237973.86659508,325875301.52468002
2018-04-26 05:05:00,1364.85747374,1364.85747374,238373.00117555,325345172.19305998
2018-04-26 05:00:00,1369.98822121,1369.98822121,241330.63924774,330620133.18667001
2018-04-26 04:55:00,1371.75742445,1371.75742445,243557.54491153,334101870.51357001
2018-04-26 04:50:00,1366.71811207,1366.71811207,244545.64627034,334224963.98483998
2018-04-26 04:45:00,1366.88345474,1366.88345474,251220.36517643,343388960.65419000
2018-04-26 04:40:00,1367.46349545,1367.46349545,252003.09427183,344605032.15720999
2018-04-26 04:35:00,1356.49481667,1356.49481667,252524.04021394,342547551.63543999
2018-04-26 04:30:00,1350.03884915,1350.03884915,257071.65791710,347056725.20305997
2018-04-26 04:25:00,1350.22817101,1350.22817101,257255.59263268,347353748.32209003
2018-04-26 04:20:00,1361.58635994,1361.58635994,256732.02468691,349562822.97398001
2018-04-26 04:15:00,1350.22926528,1350.22926528,257144.96847220,347204661.85082000
2018-04-26 04:10:00,1347.14453087,1347.14453087,257732.54913551,347202993.99598002
2018-04-26 04:05:00,1341.75171274,1341.75171274,257749.17782153,345835400.79986000
2018-04-26 04:00:00,1325.02146273,1325.02146273,262345.33401700,347613198.22051001
2018-04-26 03:55:00,1326.76552976,1326.76552976,263398.87890380,349468553.10679001
2018-04-26 03:50:00,1336.88664081,1336.88664081,263831.77007358,352713168.83169001
2018-04-26 03:45:00,1334.21864696,1334.21864696,269100.17201364,359038467.39993000
2018-04-26 03:40:00,1329.03447177,1329.03447177,269070.06976511,357603398.03890997
2018-04-26 03:35:00,1323.69693829,1323.69693829,268637.73541162,355594947.87308002
2018-04-26 03:30:00,1333.99133830,1333.99133830,269310.52691129,359257910.21191001
2018-04-26 03:25:00,1353.05025501,1353.05025501,268806.08409173,363708140.62817001
2018-04-26 03:20:00,1354.92445568,1354.92445568,268862.14148081,364287890.69948000
2018-04-26 03:15:00,1347.32844886,1347.32844886,270015.30066032,363799296.20608002
2018-04-26 03:10:00,1345.52776050,1345.52776050,269976.14703616,363260400.50994998
2018-04-26 03:05:00,1345.19682247,1345.19682247,269843.89984600,362993156.63696003
2018-04-26 03:00:00,1348.19344588,1348.19344588,270852.80668392,365161978.76906002
2018-04-26 02:55:00,1352.85708880,1352.85708880,270214.80701118,365562017.16332000
2018-04-26 02:50:00,1343.47287911,1343.47287911,266618.95879369,358195340.19594002
2018-04-26 02:45:00,1337.08675897,1337.08675897,266876.95383568,356837641.24860001
2018-04-26 02:40:00,1324.78701805,1324.78701805,265841.66099899,352183581.34702998
2018-04-26 02:35:00,1314.46113967,1314.46113967,265451.46470273,348925634.82110000
2018-04-26 02:30:00,1314.00569024,1314.00569024,266303.34581424,349924111.72886002
2018-04-26 02:25:00,1312.27172028,1312.27172028,266601.01960261,349852978.62256998
2018-04-26 02:20:00,1313.08673667,1313.08673667,266708.76866712,350211746.69068003
2018-04-26 02:15:00,1308.86221316,1308.86221316,267624.58037603,350283700.56593001
2018-04-26 02:10:00,1302.96233117,1302.96233117,268017.59237780,349216826.95854998
2018-04-26 02:05:00,1300.82874872,1300.82874872,268140.18992278,348804467.73850000
2018-04-26 02:00:00,1290.02289446,1290.02289446,269046.38743473,347075999.46311998
2018-04-26 01:55:00,1290.99933690,1290.99933690,269097.94266458,347405265.54022002
2018-04-26 01:50:00,1293.27707404,1293.27707404,269645.65160952,348726539.34087998
2018-04-26 01:45:00,1312.91138978,1312.91138978,271528.94013906,356493438.16323000
2018-04-26 01:40:00,1314.57260776,1314.57260776,272033.44891402,357607720.33600998
2018-04-26 01:35:00,1309.72915978,1309.72915978,272049.16099767,356310719.05122000
2018-04-26 01:30:00,1315.80689454,1315.80689454,275013.78380132,361865032.81844997
2018-04-26 01:25:00,1309.24599388,1309.24599388,274258.86736873,359072323.38819999
2018-04-26 01:20:00,1299.36902703,1299.36902703,274009.28228107,356039174.51515001
